scenario,day_key,day,case,axis,variation,vre_share,vre_scale_factor,vre_share_annual,vre_share_day,vpl_mwh,vpl_mode,dc_flex,window_scale,reserve_from_flex,load_mwh,solver,mip_gap,time_milp_s,time_lp_s,objective_milp,cost_total,cost_fuel,cost_startup,cost_shutdown,cost_curtail_penalty,cost_migration,cost_degradation,cost_other,vre_available_mwh,vre_dispatched_mwh,curtailment_mwh,curtailment_pct,startups_total,startups_coal,startups_ng,startups_nuclear,startups_oil,frus_mean_mw,frds_mean_mw,frus_system_mean_mw,frds_system_mean_mw,pmin_mwh,pmin_unit_hours,online_unit_hours,corridor_limit_mw,corridor_flow_mean_mw,corridor_flow_max_mw,corridor_congested_hours,corridor_utilization,lmp_up_mean,lmp_down_mean,lmp_spread_mean,lmp_spread_max,lmp_spread_congested_mean,vpl_virtual_capacity_mw,vpl_virtual_mwh,vpl_cycles_up,vpl_cycles_down,vpl_throughput_mwh,vpl_hours_vtl,vpl_hours_arbitrage,vdc_energy_it_mwh,vdc_energy_elec_mwh,vdc_spatial_shift_mwh,vdc_spatial_shift_pct,vdc_temporal_shift_mwh,vdc_temporal_shift_pct,vdc_mean_delay_h,vdc_completion_min,vdc_site_cap_violation_mw,co2_t,co2_t_coal,co2_t_ng,co2_t_nuclear,co2_t_oil,gen_mwh_csp,gen_mwh_coal,gen_mwh_gas_cc,gen_mwh_gas_ct,gen_mwh_hydro,gen_mwh_nuclear,gen_mwh_oil_ct,gen_mwh_oil_st,gen_mwh_solar_pv,gen_mwh_solar_rtpv,gen_mwh_wind
summer_peak__B__vre70,summer_peak,2020-08-26,B,vre_share,vre70,0.7,1.7515,0.7,0.4949,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0004987803118322,21.2,1.7,2295802.5802272283,2295802.5802272307,2186812.659334565,113087.179206,0.0,-7275.989686208116,0.0,3178.731372872296,1.3969838619232178e-09,82138.72709263254,72759.89686208115,9378.830230551408,11.418280465893226,20.0,0.0,8.0,0.0,12.0,52.5548540045756,52.07107792411159,1351.097705034298,1338.6606282990358,25328.0,262,617,500.0,466.884362812818,500.0,14,0.933768725625636,24.479884454346813,27.529308824004147,3.0494243696573355,22.96524066953442,3.14754264977323,17.155972971604196,240.1836216024588,1.0647526623158965,0.9219544457292888,1589.365686436148,,,0.0,0.0,0.0,,0.0,,,,0.0,60473.49364181395,45478.12487025255,14842.959827469236,0.0,152.40894409216,3671.492531035289,44951.03327289561,36919.5105409364,797.3112653448464,12418.399999999998,9600.0,184.0,0.0,19025.1248922465,10619.819091857267,39443.4603469421
summer_peak__B__w05,summer_peak,2020-08-26,B,window_scale,w05,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,0.5,False,175708.05395486485,gurobi,0.0004987758907605,15.7,0.9,2652387.560735509,2652387.5607355265,2602964.699118072,52032.341934,0.0,-5559.734542894392,0.0,2950.2542263337245,1.4901161193847656e-08,58670.519351880415,55597.345428943925,3073.173922936493,5.238020656515625,18.0,0.0,5.0,0.0,13.0,51.46378292429026,58.7592021503366,1436.6972733031034,1640.36106003023,26960.04541160068,251,670,500.0,477.900446411001,500.0,19,0.955800892822002,21.660724922194703,28.765780315172368,7.105055392977669,24.25621132543745,8.919770904520945,38.81913455702269,737.5635565834311,0.921954445729289,0.921954445729289,1475.1271131668625,,,0.0,0.0,0.0,,0.0,,,,0.0,67790.89158364122,47776.269459113486,19851.199075740195,0.0,163.4230487875392,2622.494665025208,47230.929096478416,50095.00172459398,866.7346196531313,12418.399999999998,9600.0,176.0,20.0,13877.526410834143,7692.334079464739,31404.990273619827
summer_peak__B__w20,summer_peak,2020-08-26,B,window_scale,w20,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,2.0,False,177206.147144137,gurobi,0.000498920884905,28.6,1.2,2697320.1780047324,2697320.1780047505,2637329.647585941,62607.30459,0.0,-5567.028397541561,0.0,2950.254226333724,1.6763806343078613e-08,58670.519351880415,55670.283975415616,3000.2353764647983,5.1137017527843645,18.0,0.0,7.0,0.0,11.0,49.72761329959829,60.97657831716818,1384.085236838819,1697.1814298278478,26156.0,238,668,500.0,478.2346936625896,500.0,18,0.9564693873251792,24.731499872436217,28.566432200935697,3.834932328499477,24.256211325437448,5.047045449381271,40.97575314352395,737.5635565834311,0.9219544457292888,0.9219544457292888,1475.127113166862,,,0.0,0.0,0.0,,0.0,,,,0.0,68783.83993433858,48474.3872665962,20184.47696781022,0.0,124.97569993216,2622.494665025208,47917.34984204071,50765.51384698602,983.490626841628,12418.399999999998,9600.0,152.0,0.0,13877.526410834143,7692.334079464739,31477.92882009152
summer_peak__C__base,summer_peak,2020-08-26,C,base,base,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.0001832755688401,9.3,2.3,2750461.2236121525,2750461.2236165963,2663426.144493948,85268.24230200003,0.0,-5518.740116577446,7285.576937207099,0.0,1.862645149230957e-08,58670.519351880415,55187.401165774456,3483.118186105952,5.936743401256965,22.0,0.0,11.0,0.0,11.0,49.62933126555143,57.98618597582787,1439.2506067009915,1681.5993932990086,26436.15445432136,261,696,500.0,482.58863522208713,500.0,20,0.9651772704441742,23.81590252941601,31.36722193639496,7.551319406978945,30.95427721465436,9.001106997507634,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.646652123511,475.527874039115,14.947752751880593,1471.5045153604683,46.25530251687178,3.000807525744183,1.0,5.684341886080804e-14,68324.58264448316,47350.6534468806,20809.26325419904,0.0,164.66594340352,2622.494665025208,46814.24796461873,51355.65803292235,1754.4794416351294,12418.399999999998,9600.0,200.0,0.0,13877.526410834143,7692.334079464739,30995.04601045037
summer_peak__C__f02,summer_peak,2020-08-26,C,dc_flex,f02,0.5,1.2511,0.5,0.3535,800.0,emergent,0.2,1.0,False,177476.9772562,gurobi,0.0002843770943065,10.0,1.3,2815336.373594744,2815336.3735761084,2743875.1473561204,74269.01156400001,0.0,-5452.001397179712,2644.216053150655,0.0,1.7229467630386353e-08,58670.519351880415,54520.01397179713,4150.505380083287,7.074260507547836,25.0,0.0,13.0,0.0,12.0,51.276524192444455,56.56770390213134,1536.159203931982,1694.6741294013511,28396.0,285,719,500.0,484.5535061882101,500.0,18,0.9691070123764204,23.403708605480748,31.48823231633544,8.084523710854691,31.253731860711333,10.712169069065048,0.0,0.0,0.0,0.0,0.0,,,1272.5066634316588,1654.2586624611567,169.72887179304706,13.33815190682988,578.8026440219161,45.48523482470559,3.0099727063899544,1.0,7.105427357601002e-15,68980.30334145408,46682.79324475912,22145.06805853048,0.0,152.44203816448,2622.494665025208,46150.836931335536,54020.50639247462,2284.8357818222767,12418.399999999998,9600.0,184.0,0.0,13760.301074457431,7692.334079464739,30444.884152849747
summer_peak__C__f08,summer_peak,2020-08-26,C,dc_flex,f08,0.5,1.2511,0.5,0.3535,800.0,emergent,0.8,1.0,False,168836.9772562,gurobi,0.0001413276016696,9.2,2.6,2687054.8650318948,2687054.865042721,2613678.200419609,68272.53901800001,0.0,-5509.215775426527,10613.341380523903,0.0,1.4435499906539917e-08,58670.519351880415,55092.15775426527,3578.3615976151395,6.099079464685958,19.0,0.0,8.0,0.0,11.0,51.09058386761139,57.43855229637104,1453.9528658991076,1634.6054674342258,26688.0,268,683,500.0,476.6521180950756,500.0,16,0.9533042361901513,29.40548576805686,33.886873856387176,4.481388088330319,23.49225003466381,6.847263369817076,0.0,0.0,0.0,0.0,0.0,,,5090.026646999982,6617.034641099978,705.2873121997668,13.856259723423197,2347.6468542101,46.122486521633085,3.002936868389629,1.0,2.8421709430404014e-14,67127.15845311379,46630.68207520453,20318.864555952143,0.0,177.61182195712,2622.494665025208,46101.21606669144,50771.470972489966,1297.84417924001,12418.399999999998,9600.0,216.0,0.0,13744.15806885554,7692.334079464739,31033.170940919787
summer_peak__C__hist,summer_peak,2020-08-26,C,history,hist,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.0002799494318371,19.1,1.4,2835008.930463741,2835008.9304637667,2588190.6549786967,248441.684031,0.0,-5666.9708387054925,4043.562292755745,0.0,2.0023435354232788e-08,58670.519351880415,56669.708387054925,2000.8109648254865,3.410249281799412,31.0,1.0,16.0,0.0,14.0,22.405886806494184,77.08923130374204,592.8224217551586,2039.6525782448407,9280.0,120,635,500.0,458.994963607646,500.0,14,0.917989927215292,32.56167966732442,34.20005068844728,1.638371021122853,12.908469565553318,3.0849717350250927,0.0,0.0,0.0,0.0,0.0,,,3181.266655479624,4135.646652123511,316.6247680369145,9.952789323445714,1675.6803432852846,52.673369596320455,3.404518149261847,1.0,1.4210854715202004e-14,70384.66742371087,51836.24665745474,18364.17648578764,0.0,184.24428046848,2622.494665025208,51133.23960499665,45436.95479527924,1851.467477600314,12418.399999999998,9600.0,224.0,0.0,13877.526410834143,7692.334079464739,32477.353231730835
summer_peak__C__mig05,summer_peak,2020-08-26,C,migration_cost,mig05,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.000391439077345,7.9,1.5,2746882.3311888226,2746882.3311888403,2661568.369065471,85319.989302,0.0,-5525.329210651476,5519.302032003698,0.0,1.7229467630386353e-08,58670.519351880415,55253.29210651475,3417.2272453656574,5.824436672991771,23.0,0.0,11.0,0.0,12.0,48.8321868527236,58.66766884713211,1410.029395372394,1694.0289379609396,25926.0,258,693,500.0,481.9104337159768,500.0,18,0.9638208674319536,23.3695006186919,30.21670446253533,6.847203843843427,30.95427721465436,8.92911848663066,0.0,0.0,0.0,0.0,0.0,,,3181.266655479621,4135.646652123507,671.3547243154828,21.103377900092017,1373.3247033448956,43.16911633230718,2.779211612253989,1.0,0.0,68330.96183358434,47396.63053460942,20769.69844964372,0.0,164.63284933120002,2622.494665025208,46860.50224455549,51275.64001546569,1724.5522510413623,12418.399999999998,9600.0,200.0,0.0,13877.526410834143,7692.334079464739,31060.936951190663
summer_peak__C__mig20,summer_peak,2020-08-26,C,migration_cost,mig20,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.0004335890243066,8.2,1.3,2756630.911922761,2756630.911922777,2667756.4070894984,85319.989302,0.0,-5507.675884626872,9062.191415891328,0.0,1.4435499906539917e-08,58670.519351880415,55076.75884626873,3593.7605056116845,6.125325879694131,23.0,0.0,11.0,0.0,12.0,48.7072837065774,58.42098028194484,1414.5406976451852,1696.6426356881475,26122.0,262,697,500.0,478.73569366505,500.0,18,0.9574713873301,30.450152380647623,35.09101935016454,4.640866969516906,25.846269357620955,6.4848428443911095,0.0,0.0,0.0,0.0,0.0,,,3181.2666554796224,4135.64665212351,320.99783856996214,10.09025251049152,1590.5683230349837,49.99795664080169,3.1836753860779834,1.0,0.0,68300.29085063236,47238.67763493287,20890.55634245277,0.0,171.05687324672002,2622.494665025208,46690.562095399175,51549.25910834862,1789.602052767753,12418.399999999998,9600.0,208.0,0.0,13744.15806885554,7692.334079464739,31017.772032923232
summer_peak__C__reson,summer_peak,2020-08-26,C,reserve_from_flex,reson,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,True,173156.9772562,gurobi,0.0004937562757673,16.8,3.0,2745736.816169125,2745736.816169144,2660174.290918657,85268.242302,0.0,-5518.633487584774,5812.916436053357,0.0,1.816079020500183e-08,58670.519351880415,55186.33487584774,3484.1844760326703,5.938560821553391,22.0,0.0,11.0,0.0,11.0,49.86497208627491,58.9114471276989,1427.3848259696194,1686.3401740303807,26556.15445432136,251,687,500.0,486.48577756089554,500.0,19,0.9729715551217912,21.90485765330375,29.347427741780688,7.442570088476939,30.95427721465436,9.12515711080094,0.0,0.0,0.0,0.0,0.0,,,3181.2666554796224,4135.646652123511,378.7927880761604,11.906980115096696,1413.8323804635747,44.442435469164366,2.956609265991644,1.0,1.4210854715202004e-14,68318.45333322893,47351.37187689313,20842.00647418668,0.0,125.07498214912,2622.494665025208,46814.93752419333,51354.91511247966,1802.311540056144,12418.399999999998,9600.0,152.0,0.0,13877.526410834143,7692.334079464739,30993.97972052365
summer_peak__C__vre30,summer_peak,2020-08-26,C,vre_share,vre30,0.3,0.7506,0.3,0.2121,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.000322344035099,5.8,1.4,3351146.770128957,3351146.7701289584,3225612.990814337,124635.15741600002,0.0,-3520.231161112825,4418.8530597333065,0.0,4.656612873077393e-10,35202.31161112825,35202.31161112825,0.0,0.0,22.0,0.0,22.0,0.0,0.0,32.90507033490925,66.6064448166059,1131.1117927625055,2289.596540570828,21798.0,226,825,500.0,428.0748769638967,500.0,9,0.8561497539277935,32.7258982686483,33.09271127702698,0.3668130083786742,2.122664998262102,0.6545145972021165,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.64665212351,270.5845840400069,8.505561254160643,1529.92802721082,48.09178836283879,3.10815799526984,1.0,0.0,80589.45093742824,53636.991685499386,26952.45925192885,0.0,0.0,1573.4967990151242,52900.67562149293,60266.73010653556,6928.911245671386,12418.399999999998,9600.0,0.0,0.0,8326.515846500486,4615.400447678844,20686.89851793379
summer_peak__C__vre70,summer_peak,2020-08-26,C,vre_share,vre70,0.7,1.7515,0.7,0.4949,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.0004997725614847,10.2,1.3,2341447.5500839152,2341447.5500839143,2207826.3691437664,135365.13180000003,0.0,-7160.795741647463,5416.844881796631,0.0,-1.3969838619232178e-09,82138.72709263254,71607.95741647462,10530.769676157934,12.82071204278803,18.0,0.0,8.0,0.0,10.0,52.70782724537636,52.53748019798934,1357.2265515684412,1352.8401150982256,25536.0,247,618,500.0,453.1241679760189,500.0,11,0.9062483359520378,25.3497945732346,30.792741818130207,5.442947244895603,27.13642716031392,12.501364873892904,0.0,0.0,0.0,0.0,0.0,,,3181.266655479621,4135.646652123507,367.9133090034053,11.56499435121817,1479.763288989475,46.51490897314862,3.0789353973495066,1.0,1.4210854715202004e-14,60378.16194916515,44875.40039298063,15384.577979147722,0.0,118.1835770368,3631.476910357605,44358.580739937504,38223.34429097573,1010.2377314441844,12418.399999999998,9592.0,144.0,0.0,18796.30187126196,10685.961412745532,38494.21722210952
summer_peak__C__w05,summer_peak,2020-08-26,C,window_scale,w05,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,0.5,False,173156.9772562,gurobi,0.0004514618652821,9.1,1.8,2714573.9577563354,2714573.957756351,2624574.7518662354,90881.72973000002,0.0,-5501.160607346202,4618.636767446922,0.0,1.5366822481155396e-08,58670.519351880415,55011.60607346201,3658.913278418397,6.236374449787664,22.0,0.0,12.0,0.0,10.0,50.85419880530558,57.25248724120604,1457.8203657520933,1641.23796758124,27526.0,267,688,500.0,464.1892611562986,500.0,16,0.9283785223125972,29.07262947813075,34.00675259739823,4.934123119267482,30.95427721465436,7.207952795149602,0.0,0.0,0.0,0.0,0.0,,,1962.366691280676,2551.0766986648778,284.6774383555709,14.506842152410634,811.0469922581437,41.330042741850654,1.633567762636571,1.0,0.0,67329.02154897581,46640.5115349682,20557.60205646265,0.0,130.90795754496,2622.494665025208,46100.09087805267,50649.5975807408,1804.0227631562884,12418.399999999998,9600.0,160.0,0.0,13724.29898753124,7692.334079464739,30972.478341440823
summer_peak__C__w20,summer_peak,2020-08-26,C,window_scale,w20,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,2.0,False,173156.9772562,gurobi,0.0004588100906598,10.7,2.5,2739965.407885621,2739965.407885641,2654564.603240557,85268.242302,0.0,-5525.269113319505,5657.831456384859,0.0,1.7695128917694092e-08,58670.519351880415,55252.691133195054,3417.8282186853617,5.825460992064354,22.0,0.0,11.0,0.0,11.0,50.06069365058383,58.246686957230935,1441.3308046897262,1677.019195310274,26534.0,256,691,500.0,478.5995874978266,500.0,18,0.9571991749956532,23.02335034058829,30.687024976945462,7.663674636357167,30.95427721465435,10.154118227980227,0.0,0.0,0.0,0.0,0.0,,,3114.74606764386,4049.1698879370174,307.85277769699053,9.883719924875445,1689.8358471442937,54.252764445178826,3.7210087364875006,1.0,0.0,68424.39787390949,47624.684694025054,20667.77988669531,0.0,131.93329318912,2622.494665025208,47082.482975387786,50981.261527561175,1750.7161844976008,12418.399999999998,9600.0,160.0,0.0,13877.526410834143,7692.334079464739,31060.33597787096
summer_peak__D__base,summer_peak,2020-08-26,D,base,base,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,173156.9772562,gurobi,0.0003114465086865,7.0,1.5,2679835.203559416,2679835.203559432,2657695.9634153573,17564.920284000003,0.0,-5526.958931692185,7151.0245654199625,2950.2542263337245,1.30385160446167e-08,58670.519351880415,55269.58931692185,3400.930034958566,5.796659161241198,14.0,0.0,3.0,0.0,11.0,54.35296212231732,57.92874879213696,1535.4711799554643,1636.487153377869,28848.15445432136,266,678,500.0,494.536060548042,500.0,21,0.989072121096084,23.293217586658034,31.20617892445195,7.912961337793921,24.366332907053,8.985787918557728,35.12207412302053,737.5635565834311,0.921954445729289,0.9219544457292888,1475.1271131668625,,,3181.266655479623,4135.64665212351,458.4942002196552,14.41231590661898,1442.8436501861188,45.35437630482406,2.936576154749316,1.0,1.4210854715202004e-14,68173.80705988088,47228.81079121684,20793.546472071408,0.0,151.44979659264,2622.494665025208,46701.055567779775,52593.48865701162,823.1474562774517,12418.399999999998,9600.0,184.0,0.0,13760.301074457431,7692.334079464739,31194.459497974465
summer_peak__D__dedicated,summer_peak,2020-08-26,D,vpl_mode,dedicated,0.5,1.2511,0.5,0.3535,800.0,dedicated,0.5,1.0,False,173156.9772562,gurobi,0.0004976619872967,12.4,2.2,2721206.7569061075,2721206.7569061266,2655268.4949974963,62659.05159,0.0,-5519.229117681445,6542.889667367802,2255.5497689259864,1.7695128917694092e-08,58670.519351880415,55192.291176814455,3478.2281750659627,5.928408702512166,19.0,0.0,7.0,0.0,12.0,48.33486563102522,60.47335757014952,1371.5018122803406,1715.9315210529924,25914.15445432136,243,681,500.0,464.48213692156384,500.0,13,0.9289642738431276,25.08761219203991,31.653983216903345,6.566371024863439,29.430977762115337,12.53590828435974,9.828837266384092,127.7748844629932,0.5,0.9097186055787416,1127.7748844629932,16.0,0.0,3181.2666554796224,4135.646652123511,438.644499684698,13.788360020973029,1435.9784668582113,45.13857599408675,2.983972981270428,1.0,7.105427357601003e-14,69155.54280718614,48736.84107998134,20233.994420022707,0.0,184.70730718208,2622.494665025208,48167.38954457854,50787.42399425902,1141.542966434259,12418.399999999998,9600.0,224.0,0.0,13877.526410834143,7692.334079464739,30999.93602149036
summer_peak__D__explicit,summer_peak,2020-08-26,D,vpl_mode,explicit,0.5,1.2511,0.5,0.3535,800.0,explicit,0.5,1.0,False,173156.9772562,gurobi,0.0003886084568411,10.2,2.5,2719591.267814232,2719591.267814247,2681016.180371201,34612.370568000006,0.0,-5447.643684568777,7082.300505750098,2328.0600538513195,1.3504177331924438e-08,58670.519351880415,54476.43684568777,4194.082506192639,7.148534822128205,18.0,0.0,6.0,0.0,12.0,52.18218697146825,58.016076414928285,1502.4121332201896,1670.379533446477,28456.15445432136,269,691,500.0,485.8167929887004,500.0,15,0.9716335859774008,25.098364797245257,31.78934355634571,6.690978759100446,27.011817790074364,10.691763727674102,9.17090377222874,137.5635565834311,0.5330830879277858,0.921954445729289,1164.0300269256595,10.0,11.0,3181.266655479623,4135.646652123511,467.4652461543093,14.694311944870025,1455.4943288401755,45.752037991946914,2.961588134476737,1.0,0.0,68867.38419196769,47811.34307078872,20871.33381399689,0.0,184.70730718208,2622.494665025208,47264.25047188527,52404.688706273424,1142.1696245567482,12418.399999999998,9600.0,224.0,0.0,13760.301074457431,7692.334079464739,30401.3070267404
summer_peak__D__f02,summer_peak,2020-08-26,D,dc_flex,f02,0.5,1.2511,0.5,0.3535,800.0,emergent,0.2,1.0,False,177476.9772562,gurobi,0.0003278686806002,6.6,1.4,2742812.693250592,2742812.6932506086,2707842.3396682166,34560.62356800001,0.0,-5527.615360333814,2775.7778464716,3161.567528239965,1.4435499906539917e-08,58670.519351880415,55276.15360333814,3394.365748542274,5.785470771418156,17.0,0.0,6.0,0.0,11.0,51.79179709367905,60.00176073941026,1473.908225624283,1707.5501077090505,27870.0,255,683,500.0,488.6494376866711,500.0,18,0.977298875373342,31.650638465560466,36.55929313650552,4.908654670945058,24.366332907053,6.477677015852194,29.864642032412835,537.563556583431,1.0540252594206898,0.9219544457292886,1580.7837641199826,,,1272.5066634316588,1654.2586624611567,177.66652354458117,13.961932668034546,570.9310461850249,44.86664491369772,2.9884916881144115,1.0,7.105427357601002e-15,69463.25005689808,48064.13911757629,21267.27692834964,0.0,131.83401097216,2622.494665025208,47507.6816073747,53449.74719298309,1041.7737846594082,12418.399999999998,9600.0,160.0,0.0,13746.646948481568,7692.334079464739,31214.67791036662
summer_peak__D__f08,summer_peak,2020-08-26,D,dc_flex,f08,0.5,1.2511,0.5,0.3535,800.0,emergent,0.8,1.0,False,168836.9772562,gurobi,0.0002414803469166,9.9,2.3,2620052.8369739163,2620052.8369739307,2598491.0056583053,11589.203856000002,0.0,-5530.2126841260215,12552.585917404487,2950.254226333724,1.30385160446167e-08,58670.519351880415,55302.12684126021,3368.3925106201973,5.741201114000773,7.0,0.0,2.0,0.0,5.0,56.94209500072547,57.702281898970575,1561.162437936557,1582.00422873011,29062.0,264,658,500.0,488.9524229157484,500.0,19,0.9779048458314968,21.59945614745325,31.28187979533336,9.682423647880103,31.378014131198203,11.972597224838225,28.292818767549008,537.5635565834311,0.9219544457292888,0.9219544457292888,1475.127113166862,,,5090.026646999982,6617.034641099977,801.7305474528171,15.751008846394749,2398.411884723327,47.11982964051731,2.9366041416876283,1.0,0.0,66795.8990052898,46297.13347761815,20434.775526151017,0.0,63.99000152064,2622.494665025208,45768.52868675618,51892.72746099523,698.8453417712304,12418.399999999998,9600.0,80.0,0.0,13760.301074457431,7692.334079464739,31226.99702231284
